device_id,user_id,device_type,os_version,first_used_date
D0000533,U000256,Gaming Console,v3,2025-05-08
D0000534,U000257,Gaming Console,v2,2025-08-27
D0000535,U000257,Mobile - iOS,v2,2025-08-09
D0000536,U000258,Mobile - Android,latest,2026-03-11
D0000537,U000259,Desktop - Web,v3,2023-08-09
D0000538,U000260,Desktop - Web,v1,2024-12-28
D0000539,U000261,Mobile - iOS,v1,2026-06-16
D0000540,U000261,Gaming Console,v2,2026-06-16
D0000541,U000261,Mobile - Android,v1,2026-06-26
D0000542,U000262,Gaming Console,v3,2024-02-27
D0000543,U000262,Tablet,v1,2024-03-02
D0000544,U000263,Smart TV,v3,2023-06-22
D0000545,U000263,Gaming Console,v1,2023-06-18
D0000546,U000264,Mobile - iOS,v3,2024-01-27
D0000547,U000265,Smart TV,v1,2023-08-03
D0000548,U000265,Mobile - Android,v3,2023-07-28
D0000549,U000266,Tablet,latest,2025-01-23
D0000550,U000267,Desktop - Web,latest,2023-07-19
D0000551,U000268,Smart TV,v2,2024-09-30
D0000552,U000268,Mobile - Android,v2,2024-10-05
D0000553,U000269,Smart TV,v1,2024-01-10
D0000554,U000269,Mobile - Android,v2,2024-01-02
D0000555,U000269,Desktop - Web,v1,2024-01-07
D0000556,U000270,Mobile - iOS,v2,2026-04-10
D0000557,U000271,Desktop - Web,latest,2023-10-09
D0000558,U000272,Desktop - Web,latest,2025-03-13
D0000559,U000273,Smart TV,latest,2025-08-13
D0000560,U000273,Mobile - Android,latest,2025-08-20
D0000561,U000273,Tablet,v3,2025-08-27
D0000562,U000274,Tablet,v3,2025-02-05
D0000563,U000274,Smart TV,v2,2025-02-12
D0000564,U000274,Gaming Console,v1,2025-01-31
D0000565,U000275,Gaming Console,v2,2026-03-11
D0000566,U000276,Smart TV,v1,2025-10-26
D0000567,U000276,Tablet,v3,2025-11-08
D0000568,U000277,Mobile - iOS,v3,2025-02-27
D0000569,U000278,Gaming Console,v3,2025-10-22
D0000570,U000278,Tablet,latest,2025-10-15
D0000571,U000278,Mobile - Android,v2,2025-10-27
D0000572,U000279,Gaming Console,v1,2026-06-10
D0000573,U000280,Gaming Console,v2,2023-05-14
D0000574,U000281,Mobile - Android,latest,2025-06-14
D0000575,U000282,Desktop - Web,v1,2025-10-06
D0000576,U000282,Mobile - iOS,v3,2025-10-06
D0000577,U000282,Mobile - Android,v3,2025-10-15
D0000578,U000283,Smart TV,v1,2023-04-09
D0000579,U000283,Mobile - Android,v1,2023-04-14
D0000580,U000283,Mobile - iOS,latest,2023-04-23
D0000581,U000284,Smart TV,v1,2025-02-10
D0000582,U000284,Tablet,latest,2025-02-23
D0000583,U000284,Gaming Console,v3,2025-02-23
D0000584,U000285,Mobile - Android,latest,2026-05-23
D0000585,U000285,Smart TV,latest,2026-05-28
D0000586,U000285,Tablet,v3,2026-05-23
D0000587,U000285,Gaming Console,latest,2026-05-29
D0000588,U000286,Tablet,latest,2024-11-22
D0000589,U000286,Mobile - Android,v3,2024-11-16
D0000590,U000286,Mobile - iOS,latest,2024-11-16
D0000591,U000287,Gaming Console,v2,2025-01-26
D0000592,U000287,Mobile - iOS,v2,2025-01-28
D0000593,U000288,Mobile - Android,v1,2025-04-10
D0000594,U000288,Smart TV,v3,2025-04-14
D0000595,U000289,Mobile - Android,v1,2024-03-26
D0000596,U000290,Gaming Console,v3,2024-09-21
D0000597,U000290,Desktop - Web,v3,2024-09-26
D0000598,U000291,Desktop - Web,v1,2022-10-27
D0000599,U000291,Tablet,v2,2022-10-26
D0000600,U000291,Smart TV,v2,2022-10-18
D0000601,U000292,Mobile - Android,v3,2025-08-02
D0000602,U000292,Mobile - iOS,latest,2025-08-04
D0000603,U000293,Smart TV,v1,2026-04-06
D0000604,U000293,Gaming Console,v1,2026-04-07
D0000605,U000293,Mobile - Android,latest,2026-03-30
D0000606,U000294,Smart TV,latest,2024-05-14
D0000607,U000295,Mobile - iOS,v3,2025-12-16
D0000608,U000295,Mobile - Android,v1,2025-12-14
D0000609,U000296,Gaming Console,latest,2024-08-21
D0000610,U000296,Smart TV,v2,2024-08-24
D0000611,U000296,Mobile - Android,v2,2024-08-31
D0000612,U000296,Tablet,v2,2024-08-16
D0000613,U000297,Tablet,v2,2025-04-18
D0000614,U000298,Gaming Console,latest,2026-07-03
D0000615,U000299,Mobile - iOS,v1,2025-03-24
D0000616,U000299,Desktop - Web,latest,2025-03-30
D0000617,U000299,Mobile - Android,latest,2025-04-02
D0000618,U000300,Smart TV,v1,2025-11-10
D0000619,U000300,Tablet,v1,2025-11-05
D0000620,U000300,Mobile - iOS,latest,2025-11-22
D0000621,U000301,Tablet,v2,2025-09-14
D0000622,U000301,Desktop - Web,v1,2025-09-21
D0000623,U000302,Tablet,latest,2025-01-16
D0000624,U000303,Desktop - Web,v2,2025-08-02
D0000625,U000303,Smart TV,latest,2025-08-05
D0000626,U000304,Smart TV,v3,2024-12-09
D0000627,U000305,Mobile - Android,v1,2026-06-08
D0000628,U000305,Gaming Console,latest,2026-06-23
D0000629,U000306,Desktop - Web,latest,2026-05-23
D0000630,U000306,Smart TV,v3,2026-05-10
D0000631,U000307,Smart TV,v2,2023-01-16
D0000632,U000308,Smart TV,v3,2024-11-07
D0000633,U000308,Mobile - iOS,v3,2024-11-23
D0000634,U000309,Smart TV,v1,2025-04-10
D0000635,U000310,Desktop - Web,v1,2024-06-25
D0000636,U000310,Mobile - Android,v3,2024-06-24
D0000637,U000311,Gaming Console,v1,2025-10-17
D0000638,U000311,Desktop - Web,v3,2025-10-13
D0000639,U000311,Tablet,latest,2025-10-10
D0000640,U000312,Desktop - Web,v3,2025-12-10
D0000641,U000312,Gaming Console,v2,2025-12-13
D0000642,U000313,Desktop - Web,v2,2024-04-09
D0000643,U000314,Mobile - iOS,v3,2025-12-29
D0000644,U000315,Mobile - iOS,v2,2024-09-21
D0000645,U000316,Mobile - Android,v2,2024-07-14
D0000646,U000316,Mobile - iOS,v3,2024-07-11
D0000647,U000316,Desktop - Web,v1,2024-07-06
D0000648,U000316,Tablet,v1,2024-07-12
D0000649,U000317,Mobile - Android,latest,2022-11-16
D0000650,U000317,Mobile - iOS,latest,2022-11-28
D0000651,U000317,Tablet,v3,2022-11-29
D0000652,U000317,Gaming Console,v1,2022-11-18
D0000653,U000318,Tablet,v3,2025-09-23
D0000654,U000318,Mobile - Android,v2,2025-09-20
D0000655,U000318,Gaming Console,v3,2025-09-12
D0000656,U000319,Desktop - Web,v1,2024-02-06
D0000657,U000319,Mobile - Android,v3,2024-02-09
D0000658,U000319,Mobile - iOS,latest,2024-02-06
D0000659,U000320,Desktop - Web,latest,2026-04-10
D0000660,U000321,Gaming Console,v3,2023-05-14
D0000661,U000321,Desktop - Web,v2,2023-05-13
D0000662,U000322,Desktop - Web,v1,2025-03-07
D0000663,U000323,Mobile - iOS,v2,2024-09-18
D0000664,U000323,Desktop - Web,v2,2024-09-28
D0000665,U000324,Desktop - Web,latest,2022-11-11
D0000666,U000325,Smart TV,v2,2026-04-12
D0000667,U000326,Smart TV,v2,2023-12-30
D0000668,U000326,Desktop - Web,v3,2024-01-13
D0000669,U000326,Tablet,v3,2024-01-02
D0000670,U000327,Tablet,v1,2025-02-06
D0000671,U000327,Mobile - iOS,v1,2025-01-30
D0000672,U000327,Mobile - Android,v3,2025-02-07
D0000673,U000328,Mobile - Android,latest,2024-11-01
D0000674,U000328,Mobile - iOS,v3,2024-11-15
D0000675,U000329,Mobile - iOS,v3,2024-07-02
D0000676,U000329,Gaming Console,v1,2024-06-30
D0000677,U000329,Smart TV,v1,2024-07-04
D0000678,U000329,Tablet,latest,2024-06-27
D0000679,U000330,Tablet,v1,2025-06-13
D0000680,U000331,Smart TV,v1,2025-10-19
D0000681,U000332,Tablet,v2,2023-09-02
D0000682,U000332,Gaming Console,v2,2023-09-03
D0000683,U000332,Smart TV,v1,2023-09-10
D0000684,U000332,Mobile - Android,v2,2023-09-02
D0000685,U000333,Tablet,v2,2025-08-17
D0000686,U000334,Mobile - Android,latest,2022-06-18
D0000687,U000334,Tablet,v2,2022-06-08
D0000688,U000334,Gaming Console,v2,2022-06-07
D0000689,U000335,Mobile - Android,v3,2025-07-21
D0000690,U000335,Desktop - Web,latest,2025-07-22
D0000691,U000335,Mobile - iOS,latest,2025-07-21
D0000692,U000336,Tablet,latest,2023-06-08
D0000693,U000336,Mobile - iOS,v1,2023-06-09
D0000694,U000336,Mobile - Android,v1,2023-06-10
D0000695,U000336,Smart TV,v3,2023-06-08
D0000696,U000337,Gaming Console,latest,2026-04-13
D0000697,U000337,Desktop - Web,v3,2026-04-13
D0000698,U000338,Smart TV,v1,2024-10-07
D0000699,U000338,Desktop - Web,v2,2024-10-03
D0000700,U000338,Gaming Console,v1,2024-09-26
D0000701,U000338,Tablet,v3,2024-09-22
D0000702,U000339,Mobile - Android,v1,2026-06-11
D0000703,U000340,Tablet,v1,2023-12-28
D0000704,U000340,Mobile - Android,v2,2023-12-29
D0000705,U000341,Desktop - Web,v2,2023-09-13
D0000706,U000342,Mobile - iOS,v3,2026-03-31
D0000707,U000342,Smart TV,v3,2026-03-30
D0000708,U000343,Tablet,v3,2024-06-15
D0000709,U000343,Smart TV,latest,2024-06-18
D0000710,U000344,Mobile - iOS,v2,2026-05-29
D0000711,U000345,Smart TV,v1,2023-02-18
D0000712,U000346,Mobile - Android,v3,2025-06-22
D0000713,U000346,Tablet,v1,2025-06-25
D0000714,U000347,Gaming Console,latest,2023-06-25
D0000715,U000348,Gaming Console,latest,2025-02-16
D0000716,U000348,Mobile - iOS,v1,2025-02-11
D0000717,U000348,Mobile - Android,latest,2025-01-31
D0000718,U000349,Tablet,v3,2025-04-14
D0000719,U000349,Mobile - Android,latest,2025-04-13
D0000720,U000349,Smart TV,latest,2025-04-15
D0000721,U000349,Gaming Console,v3,2025-03-28
D0000722,U000350,Tablet,latest,2022-06-29
D0000723,U000350,Mobile - Android,v1,2022-06-21
D0000724,U000351,Smart TV,v1,2023-08-19
D0000725,U000352,Gaming Console,v2,2026-06-02
D0000726,U000352,Mobile - Android,v1,2026-06-03
D0000727,U000353,Mobile - Android,v2,2025-12-13
D0000728,U000353,Mobile - iOS,v2,2025-12-16
D0000729,U000354,Desktop - Web,v3,2026-01-24
D0000730,U000354,Smart TV,v3,2026-01-17
D0000731,U000354,Mobile - Android,v2,2026-01-17
D0000732,U000354,Mobile - iOS,v3,2026-01-18
D0000733,U000355,Desktop - Web,latest,2026-01-30
D0000734,U000355,Mobile - Android,v2,2026-02-07
D0000735,U000356,Desktop - Web,v3,2025-10-01
D0000736,U000356,Tablet,v2,2025-10-03
D0000737,U000356,Smart TV,v2,2025-10-05
D0000738,U000357,Mobile - iOS,v3,2025-01-12
D0000739,U000357,Mobile - Android,v1,2025-01-11
D0000740,U000358,Mobile - iOS,latest,2026-07-03
D0000741,U000359,Mobile - Android,latest,2026-02-12
D0000742,U000360,Gaming Console,latest,2023-07-19
D0000743,U000361,Gaming Console,v1,2025-02-03
D0000744,U000361,Tablet,latest,2025-02-08
D0000745,U000361,Mobile - Android,v2,2025-02-04
D0000746,U000362,Tablet,latest,2023-02-18
D0000747,U000362,Mobile - Android,v3,2023-02-20
D0000748,U000362,Mobile - iOS,v2,2023-02-15
D0000749,U000363,Mobile - Android,latest,2024-09-27
D0000750,U000364,Gaming Console,v3,2024-03-14
D0000751,U000365,Mobile - iOS,v2,2025-09-12
D0000752,U000365,Mobile - Android,v2,2025-09-21
D0000753,U000366,Mobile - Android,v2,2026-07-11
D0000754,U000366,Desktop - Web,latest,2026-07-10
D0000755,U000367,Gaming Console,v3,2024-02-14
D0000756,U000367,Mobile - iOS,latest,2024-02-09
D0000757,U000368,Mobile - Android,v2,2025-05-18
D0000758,U000369,Smart TV,latest,2025-02-24
D0000759,U000369,Mobile - iOS,v1,2025-02-22
D0000760,U000370,Mobile - iOS,v3,2025-07-26
D0000761,U000370,Tablet,v2,2025-07-29
D0000762,U000370,Mobile - Android,v3,2025-07-31
D0000763,U000371,Desktop - Web,v2,2023-09-04
D0000764,U000371,Mobile - Android,latest,2023-09-06
D0000765,U000372,Tablet,v3,2023-05-22
D0000766,U000372,Mobile - Android,v2,2023-05-29
D0000767,U000373,Tablet,v1,2024-04-04
D0000768,U000374,Mobile - iOS,latest,2023-07-21
D0000769,U000374,Tablet,latest,2023-07-23
D0000770,U000374,Desktop - Web,v2,2023-08-01
D0000771,U000375,Mobile - Android,latest,2022-09-11
D0000772,U000375,Smart TV,v3,2022-09-18
D0000773,U000376,Mobile - Android,v3,2025-09-22
D0000774,U000376,Tablet,v1,2025-10-07
D0000775,U000376,Gaming Console,v3,2025-09-27
D0000776,U000377,Smart TV,v3,2025-11-04
D0000777,U000378,Smart TV,v1,2023-09-23
D0000778,U000378,Desktop - Web,v3,2023-09-30
D0000779,U000379,Smart TV,v1,2026-04-07
D0000780,U000379,Tablet,latest,2026-04-10
D0000781,U000380,Mobile - iOS,v1,2025-12-29
D0000782,U000381,Mobile - Android,latest,2025-03-08
D0000783,U000381,Desktop - Web,v3,2025-03-08
D0000784,U000381,Smart TV,latest,2025-03-17
D0000785,U000382,Smart TV,v1,2024-05-30
D0000786,U000383,Smart TV,v1,2025-10-31
D0000787,U000383,Tablet,v3,2025-10-22
D0000788,U000384,Tablet,v3,2026-02-08
D0000789,U000384,Mobile - iOS,v1,2026-02-24
D0000790,U000385,Smart TV,latest,2024-07-15
D0000791,U000385,Gaming Console,latest,2024-07-13
D0000792,U000385,Mobile - iOS,latest,2024-07-26
D0000793,U000386,Smart TV,latest,2023-02-10
D0000794,U000386,Desktop - Web,v3,2023-02-17
D0000795,U000386,Gaming Console,v3,2023-02-15
D0000796,U000387,Mobile - Android,v1,2025-08-20
D0000797,U000388,Desktop - Web,v1,2025-10-21
D0000798,U000389,Mobile - Android,latest,2025-11-03
D0000799,U000389,Gaming Console,v2,2025-11-02
D0000800,U000389,Desktop - Web,latest,2025-11-05
D0000801,U000389,Smart TV,latest,2025-11-07
D0000802,U000390,Gaming Console,v2,2025-02-25
D0000803,U000390,Smart TV,latest,2025-02-20
D0000804,U000391,Mobile - Android,latest,2025-09-30
D0000805,U000391,Tablet,v2,2025-10-04
D0000806,U000392,Tablet,v3,2025-05-05
D0000807,U000392,Smart TV,v2,2025-05-12
D0000808,U000393,Mobile - Android,v3,2025-04-05
D0000809,U000394,Smart TV,latest,2025-09-05
D0000810,U000395,Mobile - iOS,latest,2026-06-15
D0000811,U000396,Smart TV,v2,2025-05-17
D0000812,U000396,Mobile - iOS,v3,2025-06-01
D0000813,U000397,Tablet,latest,2025-06-01
D0000814,U000397,Mobile - iOS,latest,2025-06-06
D0000815,U000397,Desktop - Web,v2,2025-06-01
D0000816,U000397,Smart TV,v3,2025-06-13
D0000817,U000398,Mobile - iOS,v3,2025-11-09
D0000818,U000398,Smart TV,v2,2025-10-27
D0000819,U000398,Tablet,v3,2025-11-01
D0000820,U000398,Gaming Console,v2,2025-10-31
D0000821,U000399,Mobile - iOS,v3,2025-01-07
D0000822,U000400,Mobile - iOS,v3,2024-01-23
D0000823,U000401,Mobile - Android,v2,2024-05-29
D0000824,U000401,Smart TV,v2,2024-05-24
D0000825,U000401,Mobile - iOS,latest,2024-05-18
D0000826,U000401,Desktop - Web,v1,2024-05-18
D0000827,U000402,Smart TV,v3,2025-12-18
D0000828,U000403,Mobile - Android,v1,2025-09-12
D0000829,U000403,Gaming Console,v2,2025-09-19
D0000830,U000404,Tablet,v3,2025-10-29
D0000831,U000405,Desktop - Web,latest,2023-10-05
D0000832,U000406,Smart TV,v3,2025-04-21
D0000833,U000406,Tablet,v3,2025-04-07
D0000834,U000406,Mobile - iOS,latest,2025-04-16
D0000835,U000406,Mobile - Android,v2,2025-04-22
D0000836,U000407,Tablet,latest,2024-07-27
D0000837,U000407,Gaming Console,v1,2024-08-01
D0000838,U000407,Smart TV,v3,2024-07-28
D0000839,U000408,Desktop - Web,latest,2026-04-05
D0000840,U000409,Desktop - Web,v2,2023-08-24
D0000841,U000409,Mobile - iOS,v1,2023-08-21
D0000842,U000410,Smart TV,latest,2023-11-09
D0000843,U000410,Mobile - Android,v3,2023-11-19
D0000844,U000410,Gaming Console,v2,2023-11-11
D0000845,U000410,Mobile - iOS,latest,2023-11-16
D0000846,U000411,Smart TV,v2,2025-08-03
D0000847,U000411,Mobile - iOS,v2,2025-07-26
D0000848,U000412,Desktop - Web,v1,2026-02-16
D0000849,U000412,Tablet,v1,2026-02-11
D0000850,U000412,Smart TV,latest,2026-02-03
D0000851,U000412,Gaming Console,v3,2026-02-18
D0000852,U000413,Tablet,latest,2025-12-10
D0000853,U000414,Smart TV,v1,2023-03-19
D0000854,U000415,Tablet,v2,2024-04-03
D0000855,U000415,Desktop - Web,v2,2024-04-12
D0000856,U000416,Tablet,latest,2023-09-15
D0000857,U000416,Gaming Console,v2,2023-09-17
D0000858,U000416,Mobile - iOS,v2,2023-09-12
D0000859,U000417,Smart TV,v1,2025-05-10
D0000860,U000418,Desktop - Web,latest,2025-04-25
D0000861,U000418,Tablet,v2,2025-04-15
D0000862,U000419,Gaming Console,v2,2025-05-07
D0000863,U000419,Tablet,latest,2025-04-23
D0000864,U000420,Smart TV,v3,2025-11-19
D0000865,U000420,Mobile - Android,v3,2025-11-04
D0000866,U000421,Mobile - Android,v2,2024-10-08
D0000867,U000422,Mobile - iOS,latest,2026-02-09
D0000868,U000422,Tablet,v2,2026-02-04
D0000869,U000423,Mobile - iOS,latest,2025-04-16
D0000870,U000423,Desktop - Web,v1,2025-04-20
D0000871,U000423,Gaming Console,v3,2025-04-11
D0000872,U000423,Mobile - Android,v3,2025-04-18
D0000873,U000424,Tablet,v3,2026-06-20
D0000874,U000424,Smart TV,v1,2026-06-19
D0000875,U000425,Mobile - Android,v2,2025-03-01
D0000876,U000425,Smart TV,v1,2025-02-13
D0000877,U000426,Desktop - Web,v1,2026-06-19
D0000878,U000427,Desktop - Web,v1,2025-01-04
D0000879,U000428,Smart TV,latest,2025-07-19
D0000880,U000429,Tablet,v1,2024-01-26
D0000881,U000430,Desktop - Web,v1,2023-10-29
D0000882,U000431,Mobile - Android,latest,2024-09-19
D0000883,U000432,Desktop - Web,v1,2026-05-02
D0000884,U000433,Mobile - iOS,v1,2025-10-08
D0000885,U000433,Mobile - Android,v1,2025-10-23
D0000886,U000434,Tablet,v3,2026-03-30
D0000887,U000435,Tablet,v1,2023-12-17
D0000888,U000435,Gaming Console,v3,2024-01-02
D0000889,U000436,Gaming Console,v3,2024-09-14
D0000890,U000436,Mobile - iOS,v2,2024-09-07
D0000891,U000437,Smart TV,v1,2024-07-30
D0000892,U000437,Tablet,v2,2024-07-30
D0000893,U000437,Desktop - Web,v3,2024-07-31
D0000894,U000438,Smart TV,v2,2025-05-14
D0000895,U000438,Mobile - iOS,v3,2025-05-19
D0000896,U000439,Smart TV,v1,2025-01-17
D0000897,U000439,Mobile - iOS,v1,2025-01-12
D0000898,U000439,Gaming Console,v2,2025-01-16
D0000899,U000440,Mobile - iOS,v2,2025-06-13
D0000900,U000440,Mobile - Android,latest,2025-06-27
D0000901,U000441,Smart TV,v1,2025-12-31
D0000902,U000441,Desktop - Web,v3,2026-01-02
D0000903,U000441,Mobile - Android,v2,2025-12-25
D0000904,U000441,Tablet,latest,2025-12-24
D0000905,U000442,Mobile - Android,v2,2024-11-30
D0000906,U000442,Mobile - iOS,v3,2024-11-28
D0000907,U000443,Mobile - iOS,v1,2026-04-03
D0000908,U000443,Tablet,v1,2026-04-13
D0000909,U000443,Desktop - Web,latest,2026-04-05
D0000910,U000444,Mobile - Android,v2,2023-08-22
D0000911,U000444,Gaming Console,v2,2023-08-05
D0000912,U000445,Smart TV,v3,2025-10-27
D0000913,U000445,Mobile - iOS,latest,2025-11-01
D0000914,U000445,Tablet,v2,2025-11-02
D0000915,U000446,Smart TV,latest,2026-02-20
D0000916,U000447,Mobile - Android,v3,2025-11-03
D0000917,U000447,Mobile - iOS,v3,2025-11-04
D0000918,U000447,Smart TV,v2,2025-10-28
D0000919,U000448,Mobile - iOS,v1,2025-02-05
D0000920,U000448,Tablet,v2,2025-02-15
D0000921,U000449,Tablet,v2,2024-06-07
D0000922,U000449,Mobile - iOS,v3,2024-06-15
D0000923,U000449,Mobile - Android,v2,2024-06-04
D0000924,U000450,Smart TV,v3,2023-09-03
D0000925,U000451,Gaming Console,v1,2025-08-16
D0000926,U000451,Smart TV,v1,2025-08-10
D0000927,U000452,Mobile - iOS,v2,2025-03-06
D0000928,U000452,Gaming Console,v2,2025-03-02
D0000929,U000453,Tablet,v3,2024-07-20
D0000930,U000453,Mobile - iOS,v1,2024-07-24
D0000931,U000453,Desktop - Web,v2,2024-08-04
D0000932,U000454,Gaming Console,v1,2025-08-05
D0000933,U000454,Tablet,v3,2025-08-18
D0000934,U000454,Mobile - iOS,v1,2025-08-06
D0000935,U000455,Desktop - Web,v2,2025-10-11
D0000936,U000455,Mobile - iOS,v2,2025-10-20
D0000937,U000456,Smart TV,v2,2024-03-15
D0000938,U000456,Mobile - Android,latest,2024-03-06
D0000939,U000456,Tablet,v3,2024-03-08
D0000940,U000456,Gaming Console,v1,2024-03-12
D0000941,U000457,Mobile - Android,v3,2024-06-15
D0000942,U000458,Mobile - iOS,latest,2026-02-02
D0000943,U000458,Gaming Console,v3,2026-02-03
D0000944,U000459,Desktop - Web,latest,2024-03-26
D0000945,U000459,Mobile - iOS,v3,2024-04-09
D0000946,U000459,Mobile - Android,v1,2024-04-08
D0000947,U000460,Gaming Console,latest,2026-02-27
D0000948,U000460,Smart TV,latest,2026-02-28
D0000949,U000461,Tablet,v3,2025-07-15
D0000950,U000461,Desktop - Web,latest,2025-07-09
D0000951,U000462,Smart TV,v1,2025-04-03
D0000952,U000462,Gaming Console,v3,2025-03-25
D0000953,U000462,Desktop - Web,v1,2025-04-07
D0000954,U000463,Gaming Console,v1,2025-12-28
D0000955,U000463,Smart TV,v2,2025-12-28
D0000956,U000464,Mobile - iOS,v2,2023-03-01
D0000957,U000464,Desktop - Web,v3,2023-02-21
D0000958,U000464,Tablet,v1,2023-03-02
D0000959,U000465,Mobile - Android,v1,2025-08-28
D0000960,U000466,Desktop - Web,v2,2026-07-05
D0000961,U000466,Mobile - Android,latest,2026-06-26
D0000962,U000467,Tablet,v1,2026-05-07
D0000963,U000467,Smart TV,v3,2026-04-27
D0000964,U000467,Desktop - Web,latest,2026-05-11
D0000965,U000468,Tablet,v1,2024-01-25
D0000966,U000468,Gaming Console,latest,2024-01-22
D0000967,U000469,Tablet,v2,2024-04-11
D0000968,U000469,Gaming Console,latest,2024-04-12
D0000969,U000470,Smart TV,latest,2024-12-18
D0000970,U000470,Tablet,v2,2024-11-30
D0000971,U000470,Desktop - Web,v3,2024-12-07
D0000972,U000470,Mobile - Android,v1,2024-12-02
D0000973,U000471,Mobile - Android,latest,2025-10-23
D0000974,U000472,Tablet,latest,2025-11-24
D0000975,U000473,Gaming Console,v3,2024-02-14
D0000976,U000473,Mobile - iOS,v3,2024-02-22
D0000977,U000474,Mobile - Android,latest,2026-04-12
D0000978,U000474,Gaming Console,v1,2026-04-09
D0000979,U000475,Smart TV,v1,2025-05-08
D0000980,U000475,Mobile - iOS,v3,2025-04-24
D0000981,U000475,Gaming Console,v2,2025-05-08
D0000982,U000476,Desktop - Web,v3,2025-11-27
D0000983,U000476,Mobile - iOS,v2,2025-11-25
D0000984,U000477,Gaming Console,latest,2025-04-24
D0000985,U000477,Tablet,latest,2025-04-28
D0000986,U000477,Mobile - Android,latest,2025-04-30
D0000987,U000477,Smart TV,v2,2025-05-02
D0000988,U000478,Mobile - iOS,v1,2025-03-06
D0000989,U000479,Tablet,v2,2025-11-03
D0000990,U000479,Mobile - Android,v1,2025-11-02
D0000991,U000479,Desktop - Web,latest,2025-11-15
D0000992,U000479,Mobile - iOS,v1,2025-11-07
D0000993,U000480,Mobile - iOS,v1,2026-06-16
D0000994,U000481,Desktop - Web,latest,2023-06-16
D0000995,U000481,Mobile - Android,latest,2023-06-07
D0000996,U000481,Smart TV,v3,2023-06-11
D0000997,U000481,Tablet,v3,2023-06-12
D0000998,U000482,Gaming Console,latest,2025-05-18
D0000999,U000482,Mobile - iOS,v1,2025-05-14
D0001000,U000482,Smart TV,v1,2025-05-19
D0001001,U000483,Tablet,latest,2025-08-04
D0001002,U000483,Mobile - iOS,v1,2025-08-13
D0001003,U000484,Mobile - Android,v1,2025-05-03
D0001004,U000485,Smart TV,v3,2026-02-05
D0001005,U000486,Desktop - Web,v3,2024-01-06
D0001006,U000486,Smart TV,v2,2024-01-01
D0001007,U000487,Mobile - iOS,v2,2026-04-21
D0001008,U000487,Gaming Console,latest,2026-05-02
D0001009,U000488,Mobile - Android,v3,2024-11-07
D0001010,U000488,Smart TV,latest,2024-11-07
